Magnetic,PlasmaCurrent,Elongation,Triangularity,Beta,Density,W,T
11.5,4.0,1.75,0.37,0.8,55.0,1501.6000000000001,1501.6000000000001
11.5,6.5,1.75,0.55,0.8,55.0,918.1,918.1
11.5,9.0,1.82,0.49,1.05,55.0,1476.1,1476.1
11.5,6.5,1.75,0.49,1.05,55.0,1083.5,1083.5
11.5,7.75,1.96,0.43,1.3,55.0,2475.1,2475.1
11.5,9.0,1.82,0.49,0.8,55.0,1392.9,1392.9
11.5,4.0,1.75,0.43,1.05,55.0,1645.8,1645.8
11.5,9.0,1.89,0.55,1.3,55.0,3079.8,3079.8
11.5,5.25,1.96,0.49,1.3,55.0,2392.7000000000003,2392.7000000000003
11.5,6.5,1.75,0.37,1.05,55.0,1457.5,1457.5
11.5,5.25,1.82,0.49,1.05,55.0,2334.1,2334.1
11.5,6.5,1.82,0.49,0.8,55.0,2499.2999999999997,2499.2999999999997
11.5,9.0,1.82,0.43,1.05,55.0,1481.7,1481.7
11.5,7.75,1.82,0.55,0.8,55.0,1202.7,1202.7
11.5,9.0,1.89,0.49,1.55,55.0,2916.9,2916.9
11.5,9.0,1.75,0.49,1.55,55.0,1448.5,1448.5
11.5,7.75,1.75,0.55,1.3,55.0,1177.3,1177.3
11.5,7.75,1.96,0.49,0.8,55.0,2561.6,2561.6
11.5,9.0,1.75,0.55,0.8,55.0,1184.1999999999998,1184.1999999999998
11.5,5.25,1.75,0.43,1.55,55.0,2279.1,2279.1
11.5,9.0,1.96,0.37,1.05,55.0,2289.8,2289.8
11.5,5.25,1.89,0.55,1.55,55.0,2601.1000000000004,2601.1000000000004
11.5,4.0,1.75,0.49,0.8,55.0,1862.4,1862.4
11.5,5.25,1.89,0.49,1.3,55.0,2349.5,2349.5
11.5,7.75,1.82,0.49,1.05,55.0,1889.1,1889.1
11.5,4.0,1.75,0.55,1.3,55.0,2021.9999999999998,2021.9999999999998
11.5,5.25,1.75,0.37,1.05,55.0,2010.8000000000002,2010.8000000000002
11.5,4.0,1.89,0.37,1.05,55.0,1515.1,1515.1
11.5,4.0,1.89,0.43,0.8,55.0,1632.6000000000001,1632.6000000000001
11.5,6.5,1.89,0.49,1.55,55.0,2565.7000000000003,2565.7000000000003
11.5,5.25,1.96,0.37,1.05,55.0,2012.7,2012.7
11.5,4.0,1.75,0.37,1.05,55.0,1513.4,1513.4
11.5,5.25,1.96,0.43,1.3,55.0,2210.1000000000004,2210.1000000000004
11.5,9.0,1.89,0.49,1.05,55.0,2741.8,2741.8
11.5,5.25,1.82,0.37,1.3,55.0,2023.8999999999999,2023.8999999999999
11.5,6.5,1.96,0.49,1.3,55.0,2500.2,2500.2
11.5,4.0,1.82,0.43,0.8,55.0,1632.8,1632.8
11.5,7.75,1.82,0.37,1.05,55.0,2338.2999999999997,2338.2999999999997
11.5,6.5,1.96,0.43,0.8,55.0,2189.9,2189.9
11.5,9.0,1.96,0.49,1.3,55.0,2754.1000000000004,2754.1000000000004
11.5,9.0,1.96,0.55,1.55,55.0,3010.4,3010.4
11.5,9.0,1.82,0.37,1.3,55.0,1563.0,1563.0
11.5,4.0,1.96,0.43,0.8,55.0,1632.4,1632.4
11.5,5.25,1.82,0.37,0.8,55.0,1998.8999999999999,1998.8999999999999
11.5,4.0,1.89,0.37,1.55,55.0,1541.9,1541.9
11.5,5.25,1.82,0.55,1.3,55.0,2630.0,2630.0
11.5,9.0,1.96,0.49,1.05,55.0,2742.6,2742.6
11.5,7.75,1.82,0.37,0.8,55.0,2274.6,2274.6
11.5,9.0,1.75,0.37,1.3,55.0,1346.9,1346.9
11.5,5.25,1.96,0.43,1.05,55.0,2115.5,2115.5
11.5,9.0,1.75,0.55,1.3,55.0,1321.0,1321.0
11.5,5.25,1.82,0.37,1.05,55.0,2011.4,2011.4
11.5,7.75,1.75,0.37,0.8,55.0,1113.8,1113.8
11.5,9.0,1.82,0.49,1.55,55.0,1682.6000000000001,1682.6000000000001
11.5,4.0,1.75,0.37,1.55,55.0,1537.0,1537.0
11.5,6.5,1.75,0.49,1.55,55.0,1478.6,1478.6
11.5,5.25,1.96,0.55,0.8,55.0,2460.4,2460.4
11.5,7.75,1.89,0.43,1.05,55.0,2433.3,2433.3
11.5,9.0,1.89,0.49,0.8,55.0,892.7,892.7
11.5,9.0,1.89,0.37,1.3,55.0,2389.6000000000004,2389.6000000000004
11.5,9.0,1.89,0.43,1.3,55.0,2611.8,2611.8
11.5,9.0,1.75,0.55,1.55,55.0,988.0,988.0
11.5,4.0,1.96,0.49,0.8,55.0,1860.4,1860.4
11.5,9.0,1.96,0.55,0.8,55.0,2932.2,2932.2
11.5,5.25,1.82,0.43,0.8,55.0,2200.4,2200.4
11.5,7.75,1.96,0.37,1.3,55.0,2297.4,2297.4
11.5,9.0,1.82,0.43,0.8,55.0,1405.3,1405.3
11.5,7.75,1.96,0.55,1.3,55.0,2807.2,2807.2
11.5,7.75,1.96,0.37,1.05,55.0,2232.4,2232.4
11.5,5.25,1.96,0.49,1.05,55.0,2313.8,2313.8
11.5,4.0,1.82,0.37,1.05,55.0,1514.2,1514.2
11.5,5.25,1.75,0.37,0.8,55.0,1999.1000000000001,1999.1000000000001
11.5,9.0,1.75,0.43,0.8,55.0,1229.4,1229.4
11.5,7.75,1.89,0.37,1.55,55.0,2333.5,2333.5
11.5,6.5,1.82,0.43,1.55,55.0,2421.1,2421.1
11.5,7.75,1.96,0.37,0.8,55.0,2194.6,2194.6
11.5,7.75,1.82,0.43,0.8,55.0,2422.1,2422.1
11.5,7.75,1.75,0.55,1.05,55.0,1099.0,1099.0
11.5,6.5,1.89,0.37,1.55,55.0,2223.1,2223.1
11.5,9.0,1.75,0.49,1.05,55.0,1321.0,1321.0
11.5,9.0,1.96,0.43,1.05,55.0,1448.5,1448.5
11.5,7.75,1.96,0.49,1.05,55.0,2574.0,2574.0
11.5,9.0,1.96,0.43,0.8,55.0,2487.2000000000003,2487.2000000000003
11.5,5.25,1.96,0.37,0.8,55.0,1963.4,1963.4
11.5,9.0,1.89,0.37,1.55,55.0,2429.9,2429.9
11.5,4.0,1.82,0.55,1.55,55.0,2039.2,2039.2
11.5,9.0,1.75,0.43,1.3,55.0,1381.1,1381.1
11.5,6.5,1.89,0.55,0.8,55.0,2608.5,2608.5
11.5,9.0,1.89,0.43,1.55,55.0,2657.2,2657.2
11.5,9.0,1.96,0.37,0.8,55.0,2249.6,2249.6
11.5,4.0,1.82,0.43,1.3,55.0,1659.8999999999999,1659.8999999999999
11.5,7.75,1.75,0.49,1.3,55.0,1238.6999999999998,1238.6999999999998
11.5,6.5,1.82,0.55,1.3,55.0,2755.1,2755.1
11.5,4.0,1.89,0.43,1.55,55.0,1675.8999999999999,1675.8999999999999
11.5,7.75,1.82,0.49,1.55,55.0,2790.2999999999997,2790.2999999999997
11.5,6.5,1.82,0.49,1.55,55.0,2698.0,2698.0
11.5,9.0,1.96,0.49,1.55,55.0,2842.2999999999997,2842.2999999999997
11.5,6.5,1.96,0.49,1.55,55.0,2567.8999999999996,2567.8999999999996
11.5,4.0,1.75,0.37,1.3,55.0,1525.1999999999998,1525.1999999999998
11.5,4.0,1.75,0.43,1.3,55.0,1658.5,1658.5
11.5,4.0,1.96,0.43,1.55,55.0,1678.6000000000001,1678.6000000000001
11.5,7.75,1.89,0.37,0.8,55.0,2194.3,2194.3
11.5,4.0,1.75,0.55,1.05,55.0,2006.8000000000002,2006.8000000000002
11.5,6.5,1.75,0.55,1.05,55.0,1015.5000000000001,1015.5000000000001
11.5,7.75,1.82,0.55,1.05,55.0,1317.7,1317.7
11.5,9.0,1.82,0.55,0.8,55.0,1310.4,1310.4
11.5,5.25,1.96,0.49,0.8,55.0,2318.9,2318.9
11.5,4.0,1.82,0.43,1.05,55.0,1646.4,1646.4
11.5,7.75,1.75,0.49,0.8,55.0,1095.8000000000002,1095.8000000000002
11.5,7.75,1.96,0.43,1.55,55.0,2486.9,2486.9
11.5,9.0,1.89,0.37,0.8,55.0,2309.8,2309.8
11.5,4.0,1.89,0.49,0.8,55.0,1861.0,1861.0
11.5,6.5,1.96,0.43,1.05,55.0,2227.0,2227.0
11.5,5.25,1.89,0.55,1.3,55.0,2584.6,2584.6
11.5,5.25,1.75,0.55,1.3,55.0,1435.8,1435.8
11.5,7.75,1.75,0.37,1.3,55.0,1261.3000000000002,1261.3000000000002
11.5,6.5,1.75,0.43,1.3,55.0,1542.1000000000001,1542.1000000000001
11.5,6.5,1.89,0.49,0.8,55.0,2525.5,2525.5
11.5,6.5,1.82,0.43,1.3,55.0,2433.7,2433.7
11.5,6.5,1.82,0.37,1.55,55.0,2265.8999999999996,2265.8999999999996
11.5,7.75,1.89,0.49,0.8,55.0,2593.9,2593.9
11.5,7.75,1.82,0.37,1.3,55.0,2375.4,2375.4
11.5,5.25,1.82,0.43,1.3,55.0,2267.3,2267.3
11.5,5.25,1.75,0.49,1.05,55.0,1468.2,1468.2
11.5,4.0,1.82,0.37,1.3,55.0,1526.8,1526.8
11.5,4.0,1.75,0.49,1.3,55.0,1890.2,1890.2
11.5,7.75,1.82,0.49,1.3,55.0,2713.6,2713.6
11.5,7.75,1.96,0.49,1.3,55.0,2683.9,2683.9
11.5,6.5,1.89,0.49,1.05,55.0,2565.6,2565.6
11.5,5.25,1.82,0.43,1.55,55.0,2281.1,2281.1
11.5,4.0,1.82,0.43,1.55,55.0,1673.5,1673.5
11.5,9.0,1.82,0.43,1.55,55.0,1741.6000000000001,1741.6000000000001
11.5,7.75,1.75,0.43,1.3,55.0,1265.9,1265.9
11.5,5.25,1.96,0.37,1.3,55.0,2026.8999999999999,2026.8999999999999
11.5,6.5,1.82,0.55,0.8,55.0,1496.6,1496.6
11.5,7.75,1.75,0.43,1.55,55.0,1360.9,1360.9
11.5,4.0,1.89,0.43,1.3,55.0,1661.5,1661.5
11.5,4.0,1.75,0.55,0.8,55.0,1993.8,1993.8
11.5,6.5,1.89,0.37,0.8,55.0,2098.6,2098.6
11.5,4.0,1.82,0.37,1.55,55.0,1539.4,1539.4
11.5,7.75,1.96,0.55,1.55,55.0,2820.3999999999996,2820.3999999999996
11.5,4.0,1.75,0.43,0.8,55.0,1633.0,1633.0
11.5,5.25,1.75,0.55,1.05,55.0,1238.1,1238.1
11.5,5.25,1.82,0.49,0.8,55.0,2341.1,2341.1
11.5,6.5,1.75,0.43,1.55,55.0,1898.9,1898.9
11.5,6.5,1.96,0.55,0.8,55.0,2578.3,2578.3
11.5,6.5,1.89,0.55,1.3,55.0,2696.2000000000003,2696.2000000000003
11.5,7.75,1.96,0.49,1.55,55.0,2729.2000000000003,2729.2000000000003
11.5,5.25,1.75,0.37,1.55,55.0,2034.3,2034.3
11.5,7.75,1.89,0.43,1.3,55.0,2502.8,2502.8
11.5,6.5,1.75,0.49,1.3,55.0,1307.8000000000002,1307.8000000000002
11.5,6.5,1.82,0.55,1.05,55.0,1869.0,1869.0
11.5,4.0,1.82,0.49,1.05,55.0,1876.1000000000001,1876.1000000000001
11.5,6.5,1.75,0.43,0.8,55.0,1080.7,1080.7
11.5,7.75,1.82,0.37,1.55,55.0,2439.8,2439.8
11.5,9.0,1.89,0.55,1.55,55.0,2381.6000000000004,2381.6000000000004
11.5,5.25,1.96,0.55,1.05,55.0,2453.2,2453.2
11.5,7.75,1.82,0.49,0.8,55.0,1391.2,1391.2
11.5,6.5,1.75,0.43,1.05,55.0,1286.0,1286.0
11.5,6.5,1.96,0.37,1.55,55.0,2202.9,2202.9
11.5,6.5,1.75,0.55,1.55,55.0,1243.1000000000001,1243.1000000000001
11.5,6.5,1.89,0.55,1.05,55.0,2682.1000000000004,2682.1000000000004
11.5,9.0,1.96,0.49,0.8,55.0,2655.1,2655.1
11.5,5.25,1.75,0.43,0.8,55.0,1483.5,1483.5
11.5,9.0,1.75,0.43,1.05,55.0,1305.0,1305.0
11.5,6.5,1.96,0.49,1.05,55.0,2459.6,2459.6
11.5,9.0,1.96,0.55,1.05,55.0,2944.3,2944.3
11.5,4.0,1.96,0.37,0.8,55.0,1501.6000000000001,1501.6000000000001
11.5,4.0,1.82,0.37,0.8,55.0,1501.6000000000001,1501.6000000000001
11.5,4.0,1.75,0.43,1.55,55.0,1671.1000000000001,1671.1000000000001
11.5,7.75,1.75,0.43,0.8,55.0,1107.1,1107.1
11.5,6.5,1.75,0.37,1.3,55.0,1758.8,1758.8
11.5,7.75,1.89,0.49,1.05,55.0,2670.5,2670.5
11.5,5.25,1.75,0.49,1.55,55.0,2424.0,2424.0
11.5,6.5,1.89,0.43,1.55,55.0,2398.5,2398.5
11.5,7.75,1.75,0.37,1.55,55.0,1349.3999999999999,1349.3999999999999
11.5,9.0,1.82,0.37,0.8,55.0,1397.3,1397.3
11.5,9.0,1.96,0.43,1.3,55.0,2508.5,2508.5
11.5,4.0,1.82,0.55,1.05,55.0,2006.8000000000002,2006.8000000000002
11.5,9.0,1.75,0.49,1.3,55.0,1365.2,1365.2
11.5,6.5,1.89,0.43,1.3,55.0,2361.3,2361.3
11.5,6.5,1.96,0.37,1.3,55.0,2168.0,2168.0
11.5,9.0,1.75,0.43,1.55,55.0,1457.5,1457.5
11.5,6.5,1.96,0.55,1.55,55.0,2742.5,2742.5
11.5,5.25,1.89,0.43,1.3,55.0,2228.7,2228.7
11.5,9.0,1.96,0.43,1.55,55.0,2624.2999999999997,2624.2999999999997
11.5,7.75,1.96,0.43,0.8,55.0,2335.3,2335.3
11.5,4.0,1.96,0.37,1.3,55.0,1530.3,1530.3
11.5,6.5,1.82,0.55,1.55,55.0,2828.9,2828.9
11.5,7.75,1.96,0.55,0.8,55.0,2709.6,2709.6
11.5,4.0,1.75,0.49,1.05,55.0,1875.8999999999999,1875.8999999999999
11.5,5.25,1.82,0.55,1.55,55.0,2668.8999999999996,2668.8999999999996
11.5,7.75,1.89,0.55,1.05,55.0,2829.0,2829.0
11.5,5.25,1.82,0.55,1.05,55.0,2568.2,2568.2
11.5,5.25,1.96,0.55,1.55,55.0,2556.6,2556.6
11.5,5.25,1.89,0.49,1.55,55.0,2427.9,2427.9
11.5,6.5,1.89,0.49,1.3,55.0,2552.2999999999997,2552.2999999999997
11.5,6.5,1.75,0.37,0.8,55.0,1202.5,1202.5
11.5,5.25,1.82,0.37,1.55,55.0,2036.4,2036.4
11.5,4.0,1.75,0.55,1.55,55.0,2037.1999999999998,2037.1999999999998
11.5,4.0,1.89,0.37,1.3,55.0,1528.5,1528.5
11.5,6.5,1.82,0.37,0.8,55.0,2165.2999999999997,2165.2999999999997
11.5,5.25,1.75,0.49,0.8,55.0,1225.6,1225.6
11.5,7.75,1.89,0.49,1.55,55.0,2890.0,2890.0
11.5,7.75,1.96,0.55,1.05,55.0,2793.8999999999996,2793.8999999999996
11.5,4.0,1.82,0.49,1.3,55.0,1891.3999999999999,1891.3999999999999
11.5,9.0,1.89,0.55,1.05,55.0,2985.1,2985.1
11.5,6.5,1.89,0.55,1.55,55.0,2770.5,2770.5
11.5,7.75,1.75,0.43,1.05,55.0,1201.0,1201.0
11.5,4.0,1.96,0.37,1.55,55.0,1544.5,1544.5
11.5,5.25,1.96,0.43,0.8,55.0,2120.5,2120.5
11.5,9.0,1.75,0.37,1.55,55.0,1414.1,1414.1
11.5,4.0,1.89,0.49,1.05,55.0,1876.4,1876.4
11.5,6.5,1.82,0.37,1.05,55.0,2198.7000000000003,2198.7000000000003
11.5,7.75,1.75,0.55,0.8,55.0,1057.3999999999999,1057.3999999999999
11.5,7.75,1.89,0.43,0.8,55.0,2364.2,2364.2
11.5,6.5,1.96,0.55,1.05,55.0,2622.7,2622.7
11.5,6.5,1.96,0.43,1.55,55.0,2351.3,2351.3
11.5,7.75,1.89,0.55,0.8,55.0,2816.3999999999996,2816.3999999999996
11.5,5.25,1.82,0.55,0.8,55.0,2624.0,2624.0
11.5,7.75,1.82,0.43,1.3,55.0,2530.6000000000004,2530.6000000000004
11.5,9.0,1.89,0.43,0.8,55.0,2486.9,2486.9
11.5,6.5,1.75,0.55,1.3,55.0,1113.6,1113.6
11.5,9.0,1.89,0.43,1.05,55.0,2497.0,2497.0
11.5,6.5,1.75,0.49,0.8,55.0,996.1,996.1
11.5,6.5,1.75,0.37,1.55,55.0,2331.4,2331.4
11.5,5.25,1.75,0.43,1.05,55.0,2233.4,2233.4
11.5,5.25,1.96,0.43,1.55,55.0,2205.2999999999997,2205.2999999999997
11.5,5.25,1.75,0.55,1.55,55.0,2644.0,2644.0
11.5,6.5,1.82,0.43,1.05,55.0,2348.1,2348.1
11.5,5.25,1.89,0.49,0.8,55.0,2298.7000000000003,2298.7000000000003
11.5,5.25,1.89,0.55,1.05,55.0,2522.1,2522.1
11.5,4.0,1.75,0.49,1.55,55.0,1904.5,1904.5
11.5,9.0,1.75,0.37,0.8,55.0,1213.5,1213.5
11.5,7.75,1.89,0.37,1.05,55.0,2285.2999999999997,2285.2999999999997
11.5,6.5,1.96,0.49,0.8,55.0,2445.7,2445.7
11.5,7.75,1.89,0.55,1.3,55.0,2877.5,2877.5
11.5,6.5,1.89,0.43,1.05,55.0,2299.7999999999997,2299.7999999999997
11.5,5.25,1.89,0.43,1.55,55.0,2243.1,2243.1
11.5,5.25,1.75,0.55,0.8,55.0,1041.6000000000001,1041.6000000000001
11.5,7.75,1.96,0.43,1.05,55.0,2346.8,2346.8
11.5,5.25,1.75,0.37,1.3,55.0,2022.6000000000001,2022.6000000000001
11.5,9.0,1.75,0.37,1.05,55.0,1280.0,1280.0
11.5,4.0,1.82,0.55,0.8,55.0,1992.8999999999999,1992.8999999999999
11.5,6.5,1.89,0.43,0.8,55.0,2238.6,2238.6
11.5,9.0,1.82,0.55,1.55,55.0,1581.3,1581.3
11.5,6.5,1.89,0.37,1.3,55.0,2211.2,2211.2
11.5,5.25,1.75,0.43,1.3,55.0,2266.2,2266.2
11.5,9.0,1.82,0.55,1.3,55.0,1490.5,1490.5
11.5,6.5,1.96,0.55,1.3,55.0,2667.4,2667.4
11.5,9.0,1.89,0.55,0.8,55.0,2973.3999999999996,2973.3999999999996
11.5,9.0,1.82,0.37,1.55,55.0,1692.6000000000001,1692.6000000000001
12.5,4.0,1.82,0.49,1.55,15.0,4030.3000000000006,4030.3000000000006
12.5,6.5,1.82,0.49,1.3,15.0,5326.2,5326.2
12.5,5.25,1.89,0.43,0.8,15.0,3954.4,3954.4
12.5,9.0,1.96,0.37,1.55,15.0,5280.0,5280.0
12.5,5.25,1.96,0.37,1.55,15.0,3487.4,3487.4
12.5,6.5,1.96,0.37,1.05,15.0,3971.0,3971.0
12.5,4.0,1.89,0.49,1.55,15.0,3559.7,3559.7
12.5,6.5,1.82,0.43,0.8,15.0,4979.0,4979.0
12.5,5.25,1.89,0.37,1.3,15.0,3669.1,3669.1
12.5,7.75,1.75,0.49,1.55,15.0,6892.0,6892.0
12.5,5.25,1.75,0.49,1.3,15.0,4668.9,4668.9
12.5,5.25,1.89,0.37,1.55,15.0,3920.3,3920.3
12.5,4.0,1.96,0.43,1.05,15.0,3004.0,3004.0
12.5,7.75,1.89,0.37,1.3,15.0,5059.700000000001,5059.700000000001
12.5,5.25,1.89,0.43,1.05,15.0,4069.1,4069.1
12.5,5.25,1.82,0.49,1.55,15.0,4530.599999999999,4530.599999999999
12.5,9.0,1.75,0.49,0.8,15.0,7124.900000000001,7124.900000000001
12.5,5.25,1.89,0.55,0.8,15.0,4757.7,4757.7
12.5,7.75,1.82,0.43,1.05,15.0,5598.7,5598.7
12.5,4.0,1.96,0.37,1.05,15.0,2915.2,2915.2
12.5,9.0,1.82,0.49,1.3,15.0,7191.4,7191.4
12.5,7.75,1.82,0.43,1.55,15.0,5900.1,5900.1
12.5,4.0,1.89,0.43,1.05,15.0,3185.4,3185.4
12.5,6.5,1.96,0.37,0.8,15.0,3851.2,3851.2
12.5,7.75,1.96,0.37,1.55,15.0,4661.3,4661.3
12.5,4.0,1.82,0.49,0.8,15.0,3845.8,3845.8
12.5,7.75,1.89,0.43,1.55,15.0,5666.299999999999,5666.299999999999
12.5,9.0,1.82,0.37,1.05,15.0,5719.0,5719.0
12.5,7.75,1.82,0.55,1.3,15.0,6920.099999999999,6920.099999999999
12.5,4.0,1.82,0.55,1.3,15.0,4071.1000000000004,4071.1000000000004
12.5,5.25,1.82,0.43,1.05,15.0,4308.3,4308.3
12.5,7.75,1.75,0.37,1.05,15.0,5345.2,5345.2
12.5,9.0,1.89,0.37,1.05,15.0,5471.3,5471.3
12.5,9.0,1.96,0.55,1.3,15.0,18714.0,18714.0
12.5,5.25,1.89,0.37,1.05,15.0,3565.7000000000003,3565.7000000000003
12.5,4.0,1.89,0.49,1.3,15.0,3795.2,3795.2
12.5,9.0,1.82,0.55,1.05,15.0,6312.400000000001,6312.400000000001
12.5,9.0,1.89,0.49,1.3,15.0,6734.5,6734.5
12.5,7.75,1.89,0.55,1.55,15.0,16158.5,16158.5
12.5,7.75,1.75,0.55,1.55,15.0,7528.400000000001,7528.400000000001
12.5,4.0,1.96,0.43,1.3,15.0,3101.9,3101.9
12.5,7.75,1.89,0.49,1.3,15.0,5943.0,5943.0
12.5,5.25,1.89,0.49,1.05,15.0,4199.4,4199.4
12.5,5.25,1.82,0.49,1.3,15.0,4496.400000000001,4496.400000000001
12.5,9.0,1.82,0.43,1.3,15.0,6657.7,6657.7
12.5,6.5,1.82,0.49,1.05,15.0,5182.5,5182.5
12.5,4.0,1.89,0.37,0.8,15.0,2987.5,2987.5
12.5,6.5,1.96,0.43,1.3,15.0,4650.2,4650.2
12.5,6.5,1.89,0.37,1.05,15.0,4238.900000000001,4238.900000000001
12.5,9.0,1.96,0.37,1.3,15.0,5251.8,5251.8
12.5,9.0,1.75,0.55,1.05,15.0,7824.099999999999,7824.099999999999
12.5,7.75,1.82,0.55,1.55,15.0,6955.3,6955.3
12.5,5.25,1.96,0.55,1.3,15.0,10933.6,10933.6
12.5,7.75,1.75,0.49,1.05,15.0,6562.299999999999,6562.299999999999
12.5,6.5,1.82,0.37,1.3,15.0,4626.400000000001,4626.400000000001
12.5,5.25,1.96,0.49,1.55,15.0,4096.8,4096.8
12.5,5.25,1.89,0.37,0.8,15.0,3463.2000000000003,3463.2000000000003
12.5,6.5,1.75,0.55,0.8,15.0,5737.8,5737.8
12.5,9.0,1.82,0.49,1.05,15.0,6851.8,6851.8
12.5,6.5,1.75,0.49,1.05,15.0,5510.1,5510.1
12.5,7.75,1.96,0.43,1.3,15.0,4917.0,4917.0
12.5,9.0,1.82,0.49,0.8,15.0,6820.599999999999,6820.599999999999
12.5,4.0,1.75,0.43,1.05,15.0,3423.6,3423.6
12.5,9.0,1.89,0.55,1.3,15.0,18713.0,18713.0
12.5,5.25,1.96,0.49,1.3,15.0,4061.7000000000003,4061.7000000000003
12.5,6.5,1.75,0.37,1.05,15.0,4773.900000000001,4773.900000000001
12.5,5.25,1.82,0.49,1.05,15.0,4462.1,4462.1
12.5,6.5,1.82,0.49,0.8,15.0,5150.1,5150.1
12.5,9.0,1.82,0.43,1.05,15.0,6488.3,6488.3
12.5,7.75,1.82,0.55,0.8,15.0,6705.9,6705.9
12.5,9.0,1.89,0.49,1.55,15.0,6921.8,6921.8
12.5,9.0,1.75,0.49,1.55,15.0,7525.1,7525.1
12.5,7.75,1.75,0.55,1.3,15.0,7348.4,7348.4
12.5,7.75,1.96,0.49,0.8,15.0,5352.400000000001,5352.400000000001
12.5,9.0,1.75,0.55,0.8,15.0,7791.400000000001,7791.400000000001
12.5,5.25,1.75,0.43,1.55,15.0,4612.599999999999,4612.599999999999
12.5,9.0,1.96,0.37,1.05,15.0,5097.400000000001,5097.400000000001
12.5,5.25,1.89,0.55,1.55,15.0,5072.099999999999,5072.099999999999
12.5,4.0,1.75,0.49,0.8,15.0,3508.7000000000003,3508.7000000000003
12.5,5.25,1.89,0.49,1.3,15.0,4234.099999999999,4234.099999999999
12.5,7.75,1.82,0.49,1.05,15.0,6170.099999999999,6170.099999999999
12.5,4.0,1.75,0.55,1.3,15.0,4287.3,4287.3
12.5,4.0,1.89,0.37,1.05,15.0,3020.9,3020.9
12.5,4.0,1.89,0.43,0.8,15.0,3150.4,3150.4
12.5,6.5,1.89,0.49,1.55,15.0,5032.0,5032.0
12.5,5.25,1.96,0.37,1.05,15.0,3716.1,3716.1
12.5,5.25,1.96,0.43,1.3,15.0,3945.9,3945.9
12.5,9.0,1.89,0.49,1.05,15.0,6702.200000000001,6702.200000000001
12.5,6.5,1.96,0.49,1.3,15.0,4894.2,4894.2
12.5,4.0,1.82,0.43,0.8,15.0,3331.7000000000003,3331.7000000000003
12.5,7.75,1.82,0.37,1.05,15.0,5241.900000000001,5241.900000000001
12.5,6.5,1.96,0.43,0.8,15.0,4483.5,4483.5
12.5,9.0,1.96,0.49,1.3,15.0,6277.3,6277.3
12.5,9.0,1.96,0.55,1.55,15.0,18791.899999999998,18791.899999999998
12.5,9.0,1.82,0.37,1.3,15.0,5745.9,5745.9
12.5,4.0,1.96,0.43,0.8,15.0,2968.7000000000003,2968.7000000000003
12.5,4.0,1.89,0.37,1.55,15.0,3143.2000000000003,3143.2000000000003
12.5,5.25,1.82,0.55,1.3,15.0,5221.8,5221.8
12.5,9.0,1.96,0.49,1.05,15.0,6244.900000000001,6244.900000000001
12.5,7.75,1.82,0.37,0.8,15.0,5106.200000000001,5106.200000000001
12.5,9.0,1.75,0.37,1.3,15.0,6118.9,6118.9
12.5,5.25,1.96,0.43,1.05,15.0,3829.7,3829.7
12.5,9.0,1.75,0.55,1.3,15.0,8362.5,8362.5
12.5,4.0,1.96,0.49,1.05,15.0,3423.0,3423.0
12.5,7.75,1.75,0.37,0.8,15.0,5318.2,5318.2
12.5,9.0,1.82,0.49,1.55,15.0,7068.7,7068.7
12.5,6.5,1.75,0.49,1.55,15.0,5685.7,5685.7
12.5,4.0,1.96,0.55,1.3,15.0,8313.599999999999,8313.599999999999
12.5,5.25,1.96,0.55,0.8,15.0,10795.7,10795.7
12.5,7.75,1.89,0.43,1.05,15.0,5122.8,5122.8
12.5,9.0,1.89,0.49,0.8,15.0,6516.6,6516.6
12.5,9.0,1.89,0.37,1.3,15.0,5498.9,5498.9
12.5,9.0,1.89,0.43,1.3,15.0,6384.299999999999,6384.299999999999
12.5,9.0,1.75,0.55,1.55,15.0,8565.699999999999,8565.699999999999
12.5,4.0,1.96,0.49,0.8,15.0,3383.5,3383.5
12.5,9.0,1.96,0.55,0.8,15.0,18579.899999999998,18579.899999999998
12.5,5.25,1.82,0.43,0.8,15.0,4194.200000000001,4194.200000000001
12.5,7.75,1.96,0.37,1.3,15.0,4524.099999999999,4524.099999999999
12.5,9.0,1.82,0.43,0.8,15.0,6181.099999999999,6181.099999999999
12.5,7.75,1.96,0.55,1.3,15.0,16085.8,16085.8
12.5,7.75,1.96,0.37,1.05,15.0,4496.0,4496.0
12.5,5.25,1.96,0.49,1.05,15.0,4115.3,4115.3
12.5,9.0,1.75,0.43,0.8,15.0,6595.0,6595.0
12.5,7.75,1.89,0.37,1.55,15.0,4980.0,4980.0
12.5,6.5,1.82,0.43,1.55,15.0,5073.299999999999,5073.299999999999
12.5,7.75,1.96,0.37,0.8,15.0,4252.7,4252.7
12.5,7.75,1.82,0.43,0.8,15.0,5449.4,5449.4
12.5,7.75,1.75,0.55,1.05,15.0,7169.400000000001,7169.400000000001
12.5,6.5,1.89,0.37,1.55,15.0,4388.9,4388.9
12.5,9.0,1.75,0.49,1.05,15.0,7462.5,7462.5
12.5,9.0,1.96,0.43,1.05,15.0,6079.2,6079.2
12.5,7.75,1.96,0.49,1.05,15.0,5517.400000000001,5517.400000000001
12.5,9.0,1.96,0.43,0.8,15.0,5908.7,5908.7
12.5,5.25,1.96,0.37,0.8,15.0,3466.2000000000003,3466.2000000000003
