TE_4_t4000,TE_4_t6000,TE_4_t8000,TE_4_t10000,TE_4_t12000,TE_4_t14000,TE_1_t4000,TE_1_t6000,TE_1_t8000,TE_1_t10000,TE_1_t12000,TE_1_t14000,TW_1_t4000,TW_1_t6000,TW_1_t8000,TW_1_t10000,TW_1_t12000,TW_1_t14000,TS_1_t4000,TS_1_t6000,TS_1_t8000,TS_1_t10000,TS_1_t12000,TS_1_t14000,TN_1_1_t4000,TN_1_1_t6000,TN_1_1_t8000,TN_1_1_t10000,TN_1_1_t12000,TN_1_1_t14000
450.0186767578125,489.5021667480469,523.786865234375,525.653564453125,525.4212646484375,525.1958618164062,398.7426452636719,443.85809326171875,495.4065856933594,512.2578125,512.0353393554688,511.82342529296875,303.3031005859375,360.7001953125,445.8815002441406,459.1036682128906,458.94036865234375,458.7882385253906,303.14410400390625,303.3309631347656,366.77960205078125,409.71185302734375,409.5953369140625,409.4909973144531,303.1440124511719,303.1402587890625,303.3551025390625,308.3966979980469,308.385009765625,308.3740539550781
455.750244140625,507.2455749511719,524.1415405273438,525.7872314453125,525.53125,525.2819213867188,426.5701599121094,466.8003845214844,512.876220703125,518.7324829101562,518.4813842773438,518.2398071289062,316.698974609375,435.53155517578125,477.06866455078125,492.6623229980469,492.44268798828125,492.2345275878906,303.14337158203125,346.298828125,442.1873779296875,453.0416564941406,452.869384765625,452.7092590332031,303.1435241699219,303.232177734375,374.951416015625,411.1903991699219,411.06207275390625,410.94671630859375
452.7068176269531,496.5098876953125,521.8017578125,523.856689453125,523.6663818359375,523.4815673828125,361.1815185546875,450.8809509277344,487.4029846191406,500.1818542480469,500.0106506347656,499.8471984863281,303.1420593261719,347.34722900390625,444.1759948730469,452.76007080078125,452.62908935546875,452.5072326660156,303.14483642578125,303.1361389160156,327.2073974609375,358.7968444824219,358.7441101074219,358.69720458984375,303.14483642578125,303.1402587890625,303.1680908203125,303.23394775390625,303.228271484375,303.2225341796875
459.51641845703125,490.5946044921875,523.9083251953125,525.8042602539062,525.5614013671875,525.3255004882812,439.79595947265625,456.2020263671875,497.39813232421875,513.623779296875,513.391845703125,513.1696166992188,382.6580505371094,435.7425537109375,458.1011962890625,468.64007568359375,468.46661376953125,468.3006896972656,303.9462585449219,356.61676025390625,436.9349670410156,444.5746765136719,444.4228820800781,444.2812805175781,303.14569091796875,303.4586486816406,366.71771240234375,406.01446533203125,405.8981018066406,405.7937316894531
460.6888427734375,501.0369873046875,520.9430541992188,522.9783935546875,522.7606811523438,522.5486450195312,440.62640380859375,463.58917236328125,490.68365478515625,499.0340270996094,498.84222412109375,498.65704345703125,419.0051574707031,442.09881591796875,457.6274719238281,462.1385192871094,461.9888610839844,461.84442138671875,327.9095153808594,420.4389343261719,437.3448181152344,440.791015625,440.661865234375,440.53839111328125,303.14276123046875,338.354248046875,408.81646728515625,417.8553466796875,417.74261474609375,417.6382751464844
457.7805480957031,509.5569763183594,525.0442504882812,526.8722534179688,526.6112670898438,526.3569946289062,432.9022521972656,473.68902587890625,519.273681640625,522.7821655273438,522.5226440429688,522.2723388671875,333.0539245605469,444.1103210449219,498.47686767578125,511.3470764160156,511.09796142578125,510.8612060546875,303.139404296875,386.90252685546875,460.0030212402344,478.231201171875,478.02362060546875,477.8295593261719,303.14361572265625,305.4482116699219,429.66448974609375,446.2128601074219,446.0417175292969,445.8852233886719
462.317626953125,504.892333984375,523.6435546875,525.2544555664062,525.0457763671875,524.8425903320312,444.75140380859375,466.7127990722656,507.7174377441406,515.0896606445312,514.8888549804688,514.6954345703125,394.4962463378906,447.4341735839844,469.47772216796875,480.1485595703125,479.9854431152344,479.8291015625,304.7682189941406,408.6587219238281,448.83001708984375,454.3813171386719,454.2417297363281,454.1097717285156,303.1462097167969,310.1611633300781,414.9444885253906,432.5123596191406,432.3866882324219,432.2718200683594
464.551513671875,507.6599426269531,523.6830444335938,525.1636352539062,524.918701171875,524.6800537109375,449.98480224609375,471.85906982421875,510.8185119628906,516.2655029296875,516.0291137695312,515.8008422851562,416.9490966796875,454.5183410644531,476.4999084472656,487.8271484375,487.6272888183594,487.4354248046875,312.5219421386719,432.5183410644531,456.1976623535156,460.7982177734375,460.6305847167969,460.4707946777344,303.1525573730469,338.7392578125,436.6156311035156,444.721435546875,444.56536865234375,444.4205322265625
454.92864990234375,508.5675354003906,524.6511840820312,526.5093383789062,526.2860717773438,526.0686645507812,419.61944580078125,468.2834167480469,516.6768188476562,521.6903686523438,521.4683837890625,521.2547607421875,305.501953125,435.6123962402344,487.9521484375,504.97509765625,504.7668151855469,504.570068359375,303.146240234375,328.8650207519531,448.92095947265625,464.1295166015625,463.96405029296875,463.8107604980469,303.1441650390625,303.1983947753906,383.7454833984375,426.2641906738281,426.13360595703125,426.0162353515625
458.4676208496094,509.629638671875,524.868896484375,526.5662841796875,526.31982421875,526.0797119140625,433.7941589355469,474.0274658203125,518.3749389648438,522.2249145507812,521.9801635742188,521.7440795898438,319.70489501953125,445.7793884277344,495.9769592285156,508.912109375,508.6795654296875,508.4586181640625,303.14996337890625,375.2909851074219,458.9975891113281,473.7271728515625,473.5361328125,473.3576354980469,303.14373779296875,304.0356750488281,425.24310302734375,444.2572021484375,444.0959777832031,443.948974609375
464.5061340332031,508.9411926269531,524.3953247070312,526.0061645507812,525.7188110351562,525.4388427734375,446.6715393066406,476.90484619140625,515.5661010742188,520.3712768554688,520.0888671875,519.8162231445312,387.14739990234375,455.17425537109375,489.254638671875,501.9385070800781,501.6822814941406,501.437255859375,304.22918701171875,425.81298828125,461.4878845214844,469.8521728515625,469.642578125,469.4441223144531,303.1458740234375,322.7199401855469,439.694091796875,449.410400390625,449.22210693359375,449.04815673828125
467.6249084472656,505.9392395019531,522.1664428710938,523.5372924804688,523.2388305664062,522.947998046875,453.3636779785156,475.37408447265625,502.4091796875,507.98577880859375,507.71112060546875,507.4454650878906,433.22332763671875,458.4247131347656,472.73492431640625,477.1517639160156,476.92852783203125,476.7127380371094,344.9422302246094,442.3781433105469,456.28106689453125,459.0779113769531,458.88079833984375,458.69134521484375,303.4581604003906,382.5932922363281,438.4375,443.3740539550781,443.1926574707031,443.0221862792969
455.0827941894531,490.41015625,518.2919311523438,521.4800415039062,521.2906494140625,521.1069946289062,365.2157287597656,450.0397033691406,471.7795104980469,480.2416076660156,480.09088134765625,479.9464111328125,303.15020751953125,333.9191589355469,429.6103210449219,440.7818603515625,440.6603088378906,440.54791259765625,303.1448059082031,303.1423034667969,307.9933166503906,316.87908935546875,316.862060546875,316.8465576171875,303.1448059082031,303.14013671875,303.13726806640625,303.1315002441406,303.1258850097656,303.12017822265625
460.2159423828125,500.31793212890625,523.6082763671875,525.4710693359375,525.2738647460938,525.08203125,439.9313049316406,460.28662109375,503.6170349121094,514.2785034179688,514.0889282226562,513.9069213867188,336.12371826171875,438.1175231933594,462.04547119140625,472.0338134765625,471.88653564453125,471.74609375,303.1478271484375,335.09100341796875,439.3916015625,448.13873291015625,448.00787353515625,447.8865051269531,303.144775390625,303.146484375,348.1700744628906,390.8306884765625,390.7472229003906,390.67279052734375
453.63238525390625,502.1065979003906,521.2871704101562,522.944580078125,522.669677734375,522.402099609375,424.6518859863281,456.29693603515625,491.99530029296875,500.469482421875,500.2247314453125,499.989501953125,321.7602233886719,424.7454528808594,449.0264587402344,454.7898254394531,454.6097717285156,454.438232421875,303.1487731933594,325.1449890136719,409.21728515625,420.302734375,420.15936279296875,420.02734375,303.14312744140625,303.15997314453125,312.0914611816406,322.3389892578125,322.3102111816406,322.28411865234375
459.067138671875,490.8809814453125,522.8920288085938,524.7465209960938,524.5365600585938,524.3326416015625,435.1159973144531,455.2711486816406,488.48211669921875,503.9801330566406,503.7894592285156,503.6067810058594,315.0115051269531,419.2103576660156,453.678955078125,459.9093017578125,459.764404296875,459.62689208984375,303.15252685546875,307.1072082519531,408.012939453125,430.7049865722656,430.5795593261719,430.4654235839844,303.1444396972656,303.1951599121094,307.5136413574219,322.1080627441406,322.0848693847656,322.0639953613281
462.1301574707031,509.7076416015625,525.2274169921875,526.9594116210938,526.6876831054688,526.4228515625,444.357421875,474.99530029296875,520.0980834960938,523.1485595703125,522.8787841796875,522.6180419921875,413.5824279785156,451.7962951660156,500.8746032714844,513.1638793945312,512.904541015625,512.6566772460938,313.3625793457031,431.7593688964844,466.031494140625,482.75445556640625,482.5372619628906,482.3317565917969,303.1512145996094,350.21417236328125,445.8994140625,455.33587646484375,455.1523742675781,454.9814453125
458.7115783691406,509.7597351074219,524.8450317382812,526.668212890625,526.4046630859375,526.1478271484375,435.6512756347656,475.555908203125,518.4414672851562,522.3706665039062,522.109130859375,521.856689453125,345.018310546875,446.781494140625,497.0900573730469,509.8380126953125,509.5892028808594,509.35235595703125,303.1571960449219,401.7818908691406,460.1521911621094,476.29656982421875,476.09088134765625,475.89801025390625,303.1437683105469,308.38092041015625,432.57891845703125,446.5615539550781,446.3894348144531,446.23150634765625
450.4909362792969,487.6754455566406,517.6823120117188,520.982666015625,520.7957763671875,520.6142578125,422.97271728515625,444.42840576171875,466.5626525878906,475.2787780761719,475.1352844238281,474.99713134765625,317.15838623046875,409.60009765625,433.8265686035156,438.1063232421875,437.9947509765625,437.8887023925781,303.1461486816406,307.65655517578125,365.25628662109375,385.2481994628906,385.1748046875,385.1083679199219,303.14483642578125,303.1411437988281,303.5657653808594,304.75732421875,304.7503967285156,304.7436218261719
452.1306457519531,500.5870056152344,520.8087768554688,522.8309326171875,522.6446533203125,522.463623046875,358.584228515625,453.1537780761719,487.58740234375,497.5559997558594,497.3904113769531,497.2320556640625,303.1605224609375,360.5770568847656,443.7912902832031,450.83648681640625,450.71002197265625,450.59197998046875,303.1448974609375,303.1925048828125,327.01190185546875,351.459716796875,351.4142761230469,351.3737487792969,303.1448974609375,303.1409912109375,303.1707458496094,303.2257385253906,303.2201232910156,303.2144775390625
450.547119140625,497.7876892089844,524.29248046875,526.0831298828125,525.8740234375,525.6709594726562,376.4389343261719,448.396484375,508.6539611816406,518.3258666992188,518.1189575195312,517.921630859375,303.1690979003906,356.8191833496094,456.51214599609375,474.8489685058594,474.6833190917969,474.5291442871094,303.1445007324219,303.0887145996094,389.59716796875,429.09149169921875,428.96600341796875,428.8530578613281,303.14447021484375,303.1405944824219,304.0467834472656,317.50958251953125,317.4905700683594,317.473388671875
462.15252685546875,494.5586853027344,522.1397705078125,524.1582641601562,523.8828125,523.6150512695312,445.78277587890625,460.4348449707031,488.4051208496094,501.3049621582031,501.06134033203125,500.8268127441406,422.8264465332031,443.8932189941406,457.5443115234375,462.46771240234375,462.28271484375,462.1041259765625,324.3879089355469,413.4793395996094,441.2154235839844,444.99957275390625,444.8338928222656,444.6762390136719,303.18231201171875,317.3866882324219,399.463134765625,417.9288330078125,417.78729248046875,417.6579284667969
455.41217041015625,491.81610107421875,522.185791015625,524.4986572265625,524.2993774414062,524.1058349609375,416.48272705078125,452.1720886230469,485.4625244140625,500.6123352050781,500.4341735839844,500.2637023925781,303.8971862792969,394.0350341796875,448.04931640625,456.19500732421875,456.0583190917969,455.9297180175781,303.14532470703125,303.61517333984375,369.6671142578125,406.9921569824219,406.8932800292969,406.804443359375,303.1446533203125,303.14324951171875,303.34527587890625,307.1033630371094,307.0941162109375,307.0852966308594
455.9841613769531,504.7388000488281,521.4200439453125,523.0195922851562,522.783447265625,522.5535888671875,420.0460205078125,463.0937194824219,497.2881774902344,504.0089111328125,503.7934875488281,503.5863037109375,305.2464599609375,428.7066650390625,456.3788757324219,462.4090576171875,462.2424621582031,462.0841979980469,303.1459655761719,314.50506591796875,408.1807556152344,424.0773010253906,423.9459533691406,423.82568359375,303.1438293457031,303.1566162109375,307.7656555175781,315.580810546875,315.56182861328125,315.5444641113281
456.92718505859375,507.5727844238281,524.8746337890625,526.6673583984375,526.4284057617188,526.1957397460938,433.1425476074219,464.7037048339844,517.3861083984375,522.145751953125,521.9080200195312,521.67919921875,323.5922546386719,439.1119079589844,486.1490173339844,505.2218322753906,505.0002136230469,504.7903137207031,303.1549072265625,351.1112365722656,450.50390625,463.77276611328125,463.598876953125,463.4369812011719,303.1438903808594,303.3642883300781,407.3369140625,435.6100769042969,435.46209716796875,435.3280944824219
458.48077392578125,508.354736328125,523.9962158203125,525.5988159179688,525.3809204101562,525.16845703125,437.64544677734375,470.2460021972656,513.0241088867188,518.455078125,518.2420043945312,518.036376953125,397.2514343261719,444.7768859863281,479.8194274902344,494.12811279296875,493.9405517578125,493.76141357421875,305.5954284667969,419.1423645019531,449.5263366699219,457.5033264160156,457.3549499511719,457.2145080566406,303.1506652832031,325.4707336425781,427.0887451171875,435.73529052734375,435.6041259765625,435.48291015625
457.4953308105469,477.25018310546875,517.695068359375,521.89501953125,521.6890258789062,521.4895629882812,436.5721130371094,449.60125732421875,464.6239318847656,471.650634765625,471.4994812011719,471.3534851074219,330.9503479003906,412.09478759765625,441.9319152832031,445.9034729003906,445.7749328613281,445.6526184082031,303.1534423828125,306.6720275878906,364.08831787109375,389.3414306640625,389.2575378417969,389.181884765625,303.1445007324219,303.1435852050781,303.49847412109375,304.95751953125,304.9499206542969,304.9424743652344
464.5193176269531,496.36187744140625,522.4411010742188,524.4033813476562,524.1151733398438,523.8347778320312,449.1965637207031,464.2276916503906,492.10345458984375,504.4720458984375,504.21270751953125,503.962890625,432.68408203125,448.4021301269531,461.9676818847656,467.2000427246094,467.0006103515625,466.8078918457031,354.2372741699219,429.9056396484375,446.4915466308594,450.0966796875,449.91943359375,449.74951171875,303.9311218261719,348.0904846191406,424.0717468261719,433.38336181640625,433.21929931640625,433.0669250488281
461.396728515625,501.1285400390625,521.7142944335938,523.54736328125,523.2634887695312,522.9873657226562,441.6829833984375,463.2723083496094,493.42181396484375,502.96173095703125,502.7070617675781,502.4619140625,354.0859069824219,441.8909606933594,459.0306701660156,464.130859375,463.93505859375,463.74725341796875,303.28533935546875,355.9369201660156,434.1735534667969,441.5321350097656,441.3589782714844,441.19757080078125,303.14361572265625,303.5418395996094,334.03753662109375,358.5639343261719,358.4914245605469,358.4266052246094
465.3495178222656,508.1947937011719,522.5838623046875,523.6209106445312,523.3316040039062,523.0492553710938,449.00311279296875,477.9364929199219,506.9902648925781,510.7889099121094,510.518310546875,510.2559814453125,434.9234313964844,456.9112243652344,476.04901123046875,481.9421081542969,481.7173767089844,481.5001525878906,409.6219787597656,441.6407775878906,455.3377380371094,458.6306457519531,458.44091796875,458.2577819824219,329.3899230957031,425.52374267578125,440.5013732910156,443.18951416015625,443.01953125,442.85675048828125
463.58837890625,508.05621337890625,523.773681640625,525.3636474609375,525.1439819335938,524.9298095703125,447.9319152832031,472.40069580078125,511.6568908691406,517.186767578125,516.9735717773438,516.7677001953125,411.6363220214844,453.40362548828125,478.2416687011719,490.8100280761719,490.6261291503906,490.4498291015625,308.7846984863281,430.927001953125,455.7533874511719,461.2322998046875,461.08001708984375,460.93511962890625,303.1617126464844,336.07293701171875,436.27337646484375,444.43511962890625,444.2941589355469,444.16339111328125
461.0495910644531,502.3609924316406,524.454345703125,526.37890625,526.0885620117188,525.8060302734375,443.1611328125,462.4546813964844,512.0355224609375,520.1641235351562,519.8782958984375,519.6034545898438,410.5469970703125,443.3808288574219,470.8450927734375,489.2650146484375,489.0271911621094,488.8001403808594,312.1078796386719,408.4691467285156,447.8172302246094,456.0785827636719,455.8880310058594,455.7079772949219,303.13861083984375,313.8757629394531,422.5937805175781,437.1310729980469,436.9573974609375,436.79815673828125
452.7206726074219,504.35235595703125,524.2278442382812,525.9276123046875,525.7293701171875,525.536376953125,424.42767333984375,456.8309326171875,511.57720947265625,518.5859375,518.3907470703125,518.2034301757812,314.3690185546875,426.57122802734375,466.8173828125,484.6993103027344,484.5355529785156,484.38079833984375,303.1485900878906,325.4080810546875,433.9161682128906,444.5349426269531,444.40643310546875,444.28759765625,303.14471435546875,303.1259460449219,356.4817199707031,397.5601501464844,397.4701843261719,397.3898010253906
460.0892333984375,477.7502746582031,505.37408447265625,513.267333984375,513.08935546875,512.9171142578125,430.18878173828125,451.46563720703125,461.9286193847656,465.3106994628906,465.1795959472656,465.05267333984375,306.96820068359375,377.5667724609375,430.3772888183594,437.68896484375,437.5762023925781,437.4703063964844,303.14666748046875,303.2827453613281,311.98748779296875,321.390625,321.37042236328125,321.35205078125,303.1448974609375,303.1405029296875,303.1365661621094,303.13128662109375,303.125732421875,303.1201477050781
450.5359191894531,483.0718078613281,520.6919555664062,523.7393798828125,523.5239868164062,523.315185546875,414.4447326660156,441.91302490234375,470.95098876953125,485.89825439453125,485.7228088378906,485.55499267578125,305.02252197265625,375.331787109375,433.8629150390625,441.7309875488281,441.59844970703125,441.4742431640625,303.14483642578125,303.3551025390625,339.2890625,372.1166687011719,372.0455017089844,371.9820251464844,303.1443176269531,303.13970947265625,303.19671630859375,303.67108154296875,303.6643981933594,303.6577453613281
466.08856201171875,506.3544006347656,524.4639892578125,526.1314086914062,525.8441772460938,525.5643920898438,452.7594299316406,470.42529296875,514.3638305664062,520.203125,519.9210815429688,519.6489868164062,437.3804626464844,455.1984558105469,480.08807373046875,495.41265869140625,495.1689758300781,494.9351806640625,364.619873046875,440.8949279785156,459.15655517578125,465.2679748535156,465.0705261230469,464.8812561035156,304.56512451171875,385.7616882324219,446.0421142578125,451.3466491699219,451.1625061035156,450.9893493652344
461.04888916015625,502.097900390625,523.5450439453125,525.20703125,524.9765014648438,524.752197265625,440.5618591308594,463.3211975097656,504.7575988769531,513.6651611328125,513.44482421875,513.2329711914062,341.7301025390625,441.4287414550781,465.09228515625,474.4657897949219,474.292236328125,474.1264953613281,303.151123046875,349.88568115234375,442.2224426269531,449.32147216796875,449.169921875,449.0287780761719,303.1441345214844,303.2607116699219,359.74383544921875,397.77178955078125,397.66900634765625,397.5770263671875
460.80950927734375,497.2756652832031,520.4116821289062,522.5652465820312,522.2985229492188,522.0390625,443.3682861328125,460.0621032714844,483.61834716796875,492.8245544433594,492.5997314453125,492.38287353515625,402.7079772949219,441.91436767578125,454.3373718261719,457.7165832519531,457.54156494140625,457.3727111816406,307.02178955078125,390.9098815917969,435.24029541015625,439.2371520996094,439.0796813964844,438.9311218261719,303.1471252441406,306.4433898925781,355.91705322265625,376.890625,376.8010559082031,376.7202453613281
459.31024169921875,504.8456726074219,524.9618530273438,526.6912231445312,526.4210815429688,526.1581420898438,438.5298156738281,462.7977600097656,517.0098266601562,522.1591796875,521.8905639648438,521.6321411132812,348.2178955078125,440.13671875,480.91754150390625,501.763916015625,501.5205078125,501.2896728515625,303.189208984375,358.673095703125,450.20330810546875,461.56121826171875,461.3704528808594,461.19256591796875,303.1437072753906,303.5175476074219,410.17938232421875,436.44842529296875,436.28253173828125,436.1321716308594
458.0347900390625,486.0079345703125,519.9659423828125,522.9218139648438,522.6361694335938,522.3588256835938,440.3414001464844,452.7378234863281,472.7189025878906,483.9869384765625,483.7618103027344,483.5447692871094,413.2472229003906,435.4400329589844,447.2185363769531,450.91015625,450.7347717285156,450.5653991699219,316.4930419921875,386.552734375,428.4566345214844,433.1313171386719,432.973388671875,432.8243713378906,303.1478271484375,306.9681396484375,352.7142639160156,375.32635498046875,375.2337646484375,375.1502990722656
455.1411437988281,510.3332214355469,525.0043334960938,526.7478637695312,526.502685546875,526.2637939453125,416.38006591796875,476.7668151855469,519.5291748046875,522.6898193359375,522.4456176757812,522.2102661132812,304.8246154785156,441.6352233886719,501.3507080078125,511.8464660644531,511.61004638671875,511.385986328125,303.14599609375,344.9850769042969,461.443115234375,480.71087646484375,480.50933837890625,480.3220520019531,303.14373779296875,303.2068786621094,415.8768005371094,443.2367248535156,443.07586669921875,442.92999267578125
461.3586730957031,496.9132080078125,523.7297973632812,525.557373046875,525.3152465820312,525.0797729492188,444.501953125,460.1065979003906,501.3845520019531,514.0529174804688,513.8213500976562,513.598876953125,415.5246887207031,442.839111328125,461.7089538574219,471.0567626953125,470.8817138671875,470.71356201171875,313.1725769042969,405.0202941894531,443.72894287109375,449.2102355957031,449.0572509765625,448.9124450683594,303.1339416503906,310.88604736328125,409.03662109375,428.1028747558594,427.9644775390625,427.8382263183594
465.26641845703125,500.5486145019531,524.9336547851562,526.9265747070312,526.6443481445312,526.3696899414062,450.0413818359375,467.174560546875,515.5192260742188,522.3425903320312,522.0626220703125,521.7930297851562,431.69732666015625,450.8319396972656,479.11224365234375,499.2761535644531,499.0303039550781,498.7952575683594,349.474853515625,432.2508850097656,457.121826171875,466.5003662109375,466.3034973144531,466.11572265625,303.7758483886719,355.5590515136719,441.92266845703125,450.0109558105469,449.82958984375,449.6604919433594
454.56866455078125,496.0555114746094,523.732177734375,525.5299072265625,525.3067626953125,525.0899658203125,427.3055114746094,452.1596374511719,500.9505920410156,513.741943359375,513.5274658203125,513.3223266601562,312.2499084472656,417.3164367675781,454.4373474121094,466.0819091796875,465.9206848144531,465.7682800292969,303.1451416015625,308.6819763183594,419.0584716796875,435.4743957519531,435.3380126953125,435.2133483886719,303.1441650390625,303.1414794921875,314.9136657714844,344.0710144042969,344.0252685546875,343.9847412109375
463.2193603515625,508.1171569824219,523.83056640625,525.252197265625,524.9549560546875,524.6652221679688,445.47412109375,473.6299743652344,511.96832275390625,517.1061401367188,516.8185424804688,516.5408325195312,412.08331298828125,451.83575439453125,479.7965087890625,491.22808837890625,490.9813537597656,490.7448425292969,312.0647277832031,429.48297119140625,454.6683349609375,460.6292419433594,460.42852783203125,460.237548828125,303.1328125,339.2707824707031,434.0403137207031,441.6719970703125,441.49090576171875,441.3227844238281
460.60491943359375,507.261474609375,523.0796508789062,524.2859497070312,524.01904296875,523.7587890625,442.5997009277344,469.4176330566406,507.51702880859375,512.44189453125,512.1891479492188,511.94500732421875,418.2529602050781,447.5227355957031,469.897216796875,478.38385009765625,478.1798400878906,477.98370361328125,322.2459716796875,427.669921875,447.2275390625,451.4077453613281,451.2386169433594,451.0771484375,303.1904296875,349.72857666015625,426.71112060546875,433.1438293457031,432.99102783203125,432.8487548828125
462.6432800292969,508.50189208984375,524.3934326171875,525.97802734375,525.7704467773438,525.5680541992188,444.6475524902344,474.0675354003906,515.21875,520.1666259765625,519.9623413085938,519.7650146484375,401.1479187011719,451.9043884277344,486.88079833984375,500.1822204589844,499.9974060058594,499.8205871582031,305.42388916015625,428.4269104003906,458.3586730957031,466.4982604980469,466.3478088378906,466.205078125,303.14739990234375,331.24017333984375,439.1856994628906,446.6980895996094,446.5622253417969,446.4362487792969
